eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202102130003,2,13,95,Iraq,10,Middle East & North Africa,Wasit,Kut,Armed Assault,Private Citizens & Property,83,Protester,Unknown,Activists,95,Iraq,Unknown,Firearms,5
202102130004,2,13,200,Syria,10,Middle East & North Africa,Aleppo,Al-Rai,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Not Applicable,Market,200,Syria,Turkish-backed militia,Explosives,15
202102130006,2,13,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Bombing/Explosion,Police,24,Police Checkpoint,Somali Police Force (SPF),Checkpoint,182,Somalia,Al-Shabaab,Explosives,15
202102130013,2,13,92,India,6,South Asia,Manipur,Imphal,Bombing/Explosion,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Poknapham Newspaper Office,Office,92,India,Unknown,Explosives,7
202102130014,2,13,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Mandar,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Mandhar Neighborhood,Neighborhood,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102130022,2,13,205,Thailand,5,Southeast Asia,Narathiwat,Rueso,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,205,Thailand,Unknown,Explosives,7
202102130026,2,13,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,8
202102130028,2,13,95,Iraq,10,Middle East & North Africa,Saladin,Samarra,Bombing/Explosion,Police,24,Police Checkpoint,Federal Police,Paramilitary Police Checkpoint,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,15
202102130035,2,13,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Busayrah,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Syrian Democratic Forces (SDF),Militia Vehicle,200,Syria,Unknown,Explosives,16
202102140002,2,15,4,Afghanistan,6,South Asia,Zabul,Qalat,Hostage Taking (Kidnapping),Police,24,Police Checkpoint,Afghan Police,Checkpoints,4,Afghanistan,Taliban,Unknown,
202102140003,2,14,4,Afghanistan,6,South Asia,Uruzgan,Tarin Kot,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,29
202102140010,2,14,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Daynile Neighborhood,Neighborhood,182,Somalia,Al-Shabaab,Firearms,3
202102140020,2,14,173,Saudi Arabia,10,Middle East & North Africa,Asir,Khamis Mushayt,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Khamis Mushait City,City,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102140023,2,14,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,11,Entertainment/Cultural/Stadium/Casino,Unknown,Massage Parlor,95,Iraq,Unknown,Explosives,16
202102140031,2,14,4,Afghanistan,6,South Asia,Zabul,Qalat,Armed Assault,Police,24,Police Checkpoint,Afghan Police,Checkpoint,4,Afghanistan,Taliban,Firearms,5
202102150008,2,15,95,Iraq,10,Middle East & North Africa,Babil,Rasheed,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Convoy,422,International,Unknown,Explosives,16
202102150010,2,15,95,Iraq,10,Middle East & North Africa,Diyala,Abu Sayda,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Iraqi Police Service (IPS),Headquarters,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,4
202102150011,2,15,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Erbil International Airport Base,422,International,Saraya Awliya al-Dam,Explosives,11
202102150012,2,15,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Erbil International Airport Base,422,International,Saraya Awliya al-Dam,Explosives,11
202102150013,2,14,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Wana,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Pakistan Armed Forces,Convoy,153,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Explosives,8
202102150014,2,15,95,Iraq,10,Middle East & North Africa,Arbil,Arbil,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Erbil International Airport Base,422,International,Saraya Awliya al-Dam,Explosives,11
202102150016,2,14,4,Afghanistan,6,South Asia,Kabul,Kabul,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Marshal Mohammad Qasim Fahim Military University,Official,4,Afghanistan,Unknown,Firearms,5
202102160001,2,16,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Firearms,5
202102160002,2,16,4,Afghanistan,6,South Asia,Kabul,Kabul,Armed Assault,Government (General),20,Intelligence,National Directorate of Security (NDS),Officer,4,Afghanistan,Unknown,Firearms,5
202102160003,2,16,4,Afghanistan,6,South Asia,Takhar,Dashti Qala,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,Government of Dasht-e-Qala District,District Center,4,Afghanistan,Taliban,Explosives,16
202102160004,2,16,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Doctor: Maihan Yousuf,4,Afghanistan,Taliban,Firearms,2
202102160005,2,16,92,India,6,South Asia,Jammu and Kashmir,Bijbehara,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Central Reserve Police Force (CRPF),Vehicle,92,India,Lashkar-e-Mustafa (LeM),Explosives,12
202102160006,2,17,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Oicha,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Oicha Village,Village,229,Democratic Republic of the Congo,Central Africa Province of the Islamic State,Firearms,2
202102160007,2,16,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Assassination,Military,39,Paramilitary,Popular Mobilization Forces (PMF),Paramilitary Leader: Muhammad Rahim al-Shammari,95,Iraq,Unknown,Firearms,5
202102160015,2,16,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dera Ismail Khan,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Forces,153,Pakistan,Unknown,Explosives,13
202102160017,2,16,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Unknown,Explosives,8
202102160019,2,16,200,Syria,10,Middle East & North Africa,Aleppo,Al-Bab,Bombing/Explosion,NGO,62,International NGO,Relief Experts Association,Vehicle of Community Health Team,422,International,People's Protection Units (YPG),Explosives,15
202102160025,2,16,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Ministry of Rural Rehabilitation and Development,Vehicle of Employees,4,Afghanistan,Unknown,Explosives,16
202102170003,2,17,4,Afghanistan,6,South Asia,Kabul,Hussain Khel,Armed Assault,Government (General),20,Intelligence,National Directorate of Security (NDS),Employee: Abdol Qayyum,4,Afghanistan,Unknown,Firearms,5
202102170009,2,17,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Logistics Convoy,422,International,Ashab al-Kahf,Explosives,16
202102170013,2,17,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Photographer: Abdikadir Mohamed Hassan,182,Somalia,Al-Shabaab,Firearms,5
202102170014,2,17,92,India,6,South Asia,Jammu and Kashmir,Srinagar,Armed Assault,Business,2,Restaurant/Bar/Café,Krishna Dhaba,Restaurant,92,India,The Resistance Front (TRF),Firearms,3
202102170022,2,17,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Government of Surkhrod District,District Chief: Haji Miraj,4,Afghanistan,Unknown,Explosives,16
202102170039,2,17,173,Saudi Arabia,10,Middle East & North Africa,Asir,Khamis Mushayt,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202102180002,2,18,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Educational Institution,48,Teacher/Professor/Instructor,Kabul University,"Lecturers: Mubasher Muslimyar, Marouf Rasikh",4,Afghanistan,Taliban,Explosives,29
202102180020,2,18,153,Pakistan,6,South Asia,Balochistan,Quetta,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),Paramilitary Vehicle,153,Pakistan,Unknown,Explosives,15
202102180024,2,18,4,Afghanistan,6,South Asia,Kandahar,Kandahar,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,Unknown,Explosives,15
202102180025,2,18,147,Nigeria,11,Sub-Saharan Africa,Borno,Damboa,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,147,Nigeria,Boko Haram,Melee,23
202102180032,2,18,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,29
202102180033,2,18,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Sardheri,Hostage Taking (Kidnapping),Journalists & Media,53,Newspaper Journalist/Staff/Facility,Associated Press of Pakistan and Daily Islam,Journalist: Saifullah Jan,153,Pakistan,Unknown,Firearms,5
202102190001,2,19,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Nigerian Army (NA),Barracks,147,Nigeria,Boko Haram,Unknown,
202102190002,2,19,92,India,6,South Asia,Jammu and Kashmir,Srinagar,Armed Assault,Police,25,Police Security Forces/Officers,Saddar Police,Officers,92,India,The Resistance Front (TRF),Firearms,2
202102190004,2,19,95,Iraq,10,Middle East & North Africa,Babil,Jurf al-Nasr,Assassination,Military,29,Military Unit/Patrol/Convoy,Popular Mobilization Forces (PMF),Convoy of Commander: Abu-Yasser al-Muallem,95,Iraq,Unknown,Explosives,16
202102190010,2,19,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Personnel,182,Somalia,Unknown,Firearms,5
202102200001,2,20,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,233,Northern Ireland,Unknown,Explosives,16
202102200002,2,20,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Taliban,Explosives,29
202102200003,2,20,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Taliban,Explosives,15
202102200004,2,20,4,Afghanistan,6,South Asia,Zabul,Qalat,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202102200010,2,20,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,Armed Assault,Private Citizens & Property,83,Protester,Tishreen Movement,Activist: Sajjad Talib,95,Iraq,Unknown,Firearms,5
202102200015,2,20,4,Afghanistan,6,South Asia,Kabul,Kabul,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Afghan Ministry of Interior Affairs,Colonel,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,29
202102200024,2,20,75,Germany,8,Western Europe,Saxony,Leipzig,Facility/Infrastructure Attack,Business,2,Restaurant/Bar/Café,Old Rebel,Bar,75,Germany,Left-wing extremists,Incendiary,19
202102200036,2,20,205,Thailand,5,Southeast Asia,Pattani,Pa Bon,Armed Assault,Police,25,Police Security Forces/Officers,Territorial Defense Volunteers (TDV),Member: Muhamad-suree Paenae,205,Thailand,Unknown,Firearms,3
202102200037,2,20,228,Yemen,10,Middle East & North Africa,Taizz,Taizz,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,7th of July Neighborhood,Neighborhood,228,Yemen,Houthi extremists (Ansar Allah),Explosives,11
202102200041,2,20,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Busayrah,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Not Applicable,Market,200,Syria,Islamic State of Iraq and the Levant (ISIL),Explosives,15
202102200047,2,20,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,Hostage Taking (Kidnapping),Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Model and Actress: Entessar Al-Hammadi,228,Yemen,Houthi extremists (Ansar Allah),Firearms,5
202102210001,2,21,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Photography Studio,4,Afghanistan,Unknown,Explosives,29
202102210002,2,21,4,Afghanistan,6,South Asia,Kandahar,Kandahar,Assassination,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Tribal Elder,4,Afghanistan,Unknown,Firearms,5
202102210003,2,21,4,Afghanistan,6,South Asia,Badghis,Qala-i-Naw,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outpost,4,Afghanistan,Taliban,Unknown,
202102210004,2,21,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Truck,4,Afghanistan,Unknown,Explosives,29
202102210010,2,21,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Government of Somalia,Vehicle of Government Official,182,Somalia,Unknown,Explosives,8
202102210011,2,21,147,Nigeria,11,Sub-Saharan Africa,Yobe,Goniri,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Position,147,Nigeria,Boko Haram,Explosives,15
202102210014,2,21,113,Libya,10,Middle East & North Africa,Jafara,Janzour,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Interior Ministry,Minister: Fathi Bashagha,113,Libya,Unknown,Firearms,5
202102210018,2,21,228,Yemen,10,Middle East & North Africa,Adan,Aden,Hostage Taking (Kidnapping),Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Taiz Governorate,Residence of Governor: Nabil Shamsan,228,Yemen,Southern Resistance Forces (SRF),Firearms,5
202102210022,2,21,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Somali Police Force (SPF),Vehicle,182,Somalia,Unknown,Explosives,16
202102220001,2,22,4,Afghanistan,6,South Asia,Herat,Herat,Armed Assault,Government (General),20,Intelligence,National Directorate of Security (NDS),Vehicle of Deputy Head,4,Afghanistan,Unknown,Firearms,5
202102220011,2,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Government (Diplomatic),46,Embassy/Consulate,United States Department of State,United States Embassy,217,United States,Unknown,Explosives,11
202102220012,2,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Government (Diplomatic),46,Embassy/Consulate,United States Department of State,United States Embassy,217,United States,Unknown,Explosives,11
202102220013,2,22,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,Bombing/Explosion,Government (General),20,Intelligence,Iraqi National Intelligence Service (INIS),Officer,95,Iraq,Unknown,Explosives,16
202102220014,2,22,4,Afghanistan,6,South Asia,Herat,Aziabad,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Unknown,Explosives,8
202102220024,2,22,228,Yemen,10,Middle East & North Africa,Sanaa,Sawan,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,228,Yemen,Houthi extremists (Ansar Allah),Firearms,5
202102220028,2,22,200,Syria,10,Middle East & North Africa,Raqqah,Ain Issa,Bombing/Explosion,Terrorists/Non-State Militia,94,Non-State Militia,Free Syrian Army (FSA),Checkpoint,200,Syria,People's Protection Units (YPG),Explosives,11
202102230007,2,23,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Gwange Area,Area,147,Nigeria,Boko Haram,Explosives,11
202102230009,2,23,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Adam Kolo Area,Area,147,Nigeria,Boko Haram,Explosives,11
202102230010,2,23,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Kaleri Area,Area,147,Nigeria,Boko Haram,Explosives,11
202102230011,2,23,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dera Ismail Khan,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Pakistani Police,Police Post,153,Pakistan,Unknown,Explosives,7
202102230015,2,23,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Unknown,Explosives,16
202102230024,2,23,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Somali Police Force (SPF),Station,182,Somalia,Unknown,Explosives,16
202102230031,2,23,228,Yemen,10,Middle East & North Africa,Hadramawt,Mukalla,Facility/Infrastructure Attack,Business,11,Entertainment/Cultural/Stadium/Casino,Yemeni Football Association,Stadium Match,228,Yemen,Southern Resistance Forces (SRF),Firearms,5
